%besme llahe rahmane rahim va tavakalto ala llah
@relation multiClassDataSet

@attribute POS {V, ADJ, N, ADR, ADV, CONJ, NUM, POSTP, PR, PSUS, SUBR, PREP, PUNC, LATIN, ARAB, UNKNOWN}
@attribute synTag {NE, APP, NCL, AJUCL, PARCL, TAM, NPRT, NPP, VPRT, COMPP, NPOSTMOD, NPREMOD, PUNC, SBJ, NVE, ENC, ADVRB, NADV, ADJADV, PRD, ACL, AVCL, VCL, AJPP, ADVPP, ADVC, NEZ, ADVEZ, PROG, MOS, MOZ, OBJ, OBJ2, VPP, MESU, AJCONJ, PCONJ, NCONJ, VCONJ, AVCONJ, POSDEP, PREDEP, APOSTMOD, APREMOD, ROOT, UNKNOWN}
@attribute semTag {Arg0, Arg1, Arg2, Arg3, Arg4, Arg5, ArgM_COM, ArgM_LOC, ArgM_DIR,  ArgM_GOL, ArgM_MNR, ArgM_TMP, ArgM_EXT, ArgM_REC, ArgM_PRP, ArgM_CAU, ArgM_DIS, ArgM_MOD, ArgM_NEG, ArgM_ADV, ArgM_CND, ArgM_INS, null}
@attribute superWsd {نفر§n-13075,مسبب§n-13036, جانور§n-12239,جان_دار§n-10393, ساختار§n-12875, موقعيت§n-13554, جا§n-12733, شيء§n-12703, چيز§n-10392, ماده§n-14032, مشخصه§n-12756, خصوصيت_رواني§n-12725, واحد_زمان§n-12631, دوره_زماني§n-12603, فاصله_زماني§n-12691, اندازه§n-12768, رخداد§n-13136, رابطه§n-13628, گروه§n-12753, گروه§n-13239, خبر§n-12766, null}
@attribute depended {YES, NO}
@attribute class {ROLE, ROLE_ACTION, ROLE_STATE, ROLE_INTENT, ROLE_EMOTION, DYNAMIC_OBJECT, DYNAMIC_OBJECT_ACTION, DYNAMIC_OBJECT_STATE, STATIC_OBJECT, STATIC_OBJECT_STATE, LOCATION, TIME, SCENE_EMOTION, SCENE_GOAL, UNKNOWN}

@data
N, OBJ, Arg1, خصوصيت رواني§n-12725, YES, no
N, POSDEP, null, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
ADJ, MOS, Arg2, null, YES, no
V, VCL, null, رخداد§n-13136, YES, role_action
PR, POSDEP, null, نفر§n-13075, YES, role
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_intent
V, PRD, null, رخداد§n-13136, YES, role_action
N, ADVRB, ArgM_TMP, دوره زمانی§n-12603, YES, time
N, MOS, Arg2, مشخصه§n-12756, YES, role_state
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
V, PRD, null, رخداد§n-13136, YES, no
N, OBJ, Arg3, رخداد§n-13136, YES, no
PR, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, شيء§n-12703, YES, no
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, خصوصيت رواني§n-12725, YES, no
N, VPP, Arg3, null, YES, role_state
V, VCONJ, null, رخداد§n-13136, NO, no
N, OBJ, Arg1, خصوصیت روانی§n-12725, NO, no
N, MOZ, null, خصوصيت رواني§n-12725, YES, no
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg1, خصوصيت رواني§n-12725, YES, no
N, MOZ, null, رخداد§n-13136, YES, role_action
N, MOZ, null, نفر§n-13075, YES, role
N, NCONJ, null, null, YES, no
N, MOS, Arg2, مسبب§n-13036, YES, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, OBJ, Arg1, مشخصه§n-12756, YES, role_state
N, NCONJ, null, null, YES, role_state
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, no
N, NPP, ArgM_LOC, null, YES, no
N, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, YES, no
V, ROOT, null, رخداد§n-13136, NO, no
N, OBJ, Arg1, اندازه§n-12768, YES, time
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, SBJ, Arg0, نفر§n-13075, NO, role
N, OBJ, Arg1, null, NO, no
V, ROOT, null, رخداد§n-13136, NO, role_action
ADJ, NPREMOD, null, null, YES, no
N, ADVRB, ArgM_TMP, null, YES, time
PREP, VPP, Arg4, جا§n-12733, YES, location
N, POSDEP, null, نفر§n-13075, YES, role
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, VPP, Arg3, نفر§n-13075, YES, role
N, OBJ, Arg1, نفر§n-13075, YES, role
N, ADVRB, ArgM_COM, رخداد§n-13136, YES, role_intent
N, VPP, Arg4, جا§n-12733, YES, location
V, VCL, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, نفر§n-13075, NO, role
PR, NPP, Arg3, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, NO, no
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
PREP, ADVRB, ArgM_TMP, null, YES, no
N, NVE, null, خصوصيت رواني§n-12725, YES, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, OBJ, Arg1, نفر§n-13075, YES, role
PR, VPP, Arg3, نفر§n-13075, YES, role
UNKNOWN, ADVRB, Arg2, مشخصه§n-12756, YES, role_intent
N, NVE, null, null, YES, no
V, VCL, null, رخداد§n-13136, YES, role_action
PREP, ADVRB, ArgM_ADV, null, YES, no
N, POSDEP, null, نفر§n-13075, YES, role
N, NVE, null, مشخصه§n-12756, YES, role_emotion
V, VCL, null, رخداد§n-13136, YES, role_action
N, VPP, Arg4, شیء§n-12703, YES, location
V, AJUCL, null, رخداد§n-13136, YES, role_action
N, NVE, null, رخداد§n-13136, YES, role_intent
N, VPP, Arg3, null, YES, role_state
V, AJUCL, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, جان دار§n-10393, YES, dynamic_object
V, PRD, null, رخداد§n-13136, YES, dynamic_object_action
N, MOS, Arg2, مشخصه§n-12756, NO, role_state
V, ROOT, null, رخداد§n-13136, NO, role_action
PR, SBJ, Arg0, نفر§n-13075, YES, role
N, NPP, Arg3, نفر§n-13075, YES, role
N, NVE, null, مشخصه§n-12756, YES, no
N, SBJ, Arg1, مشخصه§n-12756, YES, role_emotion
ADJ, MOS, Arg2, مشخصه§n-12756, YES, no
N, SBJ, Arg1, مشخصه§n-12756, YES, role_emotion
N, MOS, Arg2, خصوصیت روانی§n-12725, YES, no
V, VCONJ, null, رخداد§n-13136, NO, role_action
N, VPP, Arg3, مشخصه§n-12756, NO, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
PREP, ADVRB, ArgM_ADV, null, NO, no
N, POSDEP, null, رخداد§n-13136, YES, role_state
PR, MOZ, null, نفر§n-13075, YES, role
V, ROOT, null, null, NO, role_action
N, NVE, null, رخداد§n-13136, YES, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, MOZ, null, null, YES, location
N, NPP, Arg3, خصوصيت رواني§n-12725, YES, no
N, NVE, null, خصوصيت رواني§n-12725, YES, role_intent
N, SBJ, Arg0, نفر§n-13075, YES, role
N, OBJ, Arg1, شیء§n-12703, YES, static_object
N, MOZ, null, نفر§n-13075, YES, role
N, AJPP, null, هست§n-12706, YES, static_object
N, MOZ, null, جانور§n-12239, YES, dynamic_object
ADJ, MOS, Arg2, مشخصه§n-12756, YES, static_object_state
V, PRD, null, null, YES, role_action
PREP, VPP, Arg3, جا§n-12733, YES, location
N, POSDEP, null, نفر§n-13075, YES, role
N, SBJ, Arg0, جانور§n-12239, YES, dynamic_object
N, MOS, Arg2, شيء§n-12703, YES, no
V, PRD, null, رخداد§n-13136, YES, dynamic_object_action
N, SBJ, Arg1, نفر§n-13075, YES, role
N, ADVRB, ArgM_TMP, null, YES, time
N, NCONJ, null, دوره زمانی§n-12603, YES, time
PREP, MOS, Arg2, null, YES, no
N, POSDEP, null, null, YES, location
N, SBJ, Arg0, نفر§n-13075, YES, role
N, VPP, Arg3, null, YES, no
N, VPP, Arg4, گروه§n-12753, YES, location
V, PRD, null, رخداد§n-13136, YES, role_action
N, POSDEP, null, null, YES, role_intent
N, MOZ, null, مشخصه§n-12756, YES, role_state
N, NPP, null, ماده§n-14032, YES, static_object
N, MOZ, null, null, YES, static_object
N, SBJ, Arg1, نفر§n-13075, YES, role
V, PRD, null, رخداد§n-13136, YES, role_action
PR, SBJ, Arg0, نفر§n-13075, YES, role
PREP, ADVRB, ArgM_ADV, null, YES, no
N, POSDEP, null, ماده§n-14032, YES, static_object
N, NVE, null, چيز§n-10392, YES, no
N, VPP, Arg3, نفر§n-13075, YES, role
ADJ, NPOSTMOD, null, null, YES, role_state
V, VCONJ, null, رخداد§n-13136, YES, role_action
ADJ, MOS, Arg2, ‌مشخصه§n-12756, YES, role_emotion
N, ADVRB, ArgM_LOC, گروه§n-12753, NO, location
N, VPP, Arg2, مشخصه§n-12756, NO, no
ADJ, NPOSTMOD, null, ‌مشخصه§n-12756, YES, no
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg1, مسبب§n-13036, YES, role
N, OBJ, Arg1, نفر§n-13075, YES, role
V, PRD, null, null, YES, role_action
N, MOS, Arg2, نفر§n-13075, YES, role
N, MOZ, null, نفر§n-13075, YES, role
N, MOZ, null, گروه§n-12753, YES, location
N, SBJ, Arg0, نفر§n-13075, YES, role
N, MOZ, null, گروه§n-12753, YES, location
N, NCONJ, null, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, AJPP, null, null, YES, no
N, MOZ, null, نفر§n-13075, YES, role
ADJ, MOS, Arg2, ‌مشخصه§n-12756, YES, role_state
N, ADVRB, ArgM_CAU, null, YES, no
N, OBJ, Arg1, نفر§n-13075, YES, role
UNKNOWN, ADVRB, ArgM_MNR, null, YES, no
N, MOS, Arg2, رخداد§n-13136, YES, role_intent
N, ADVRB, ArgM_TMP, دوره زماني§n-12603, YES, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, VPP, Arg3, null, YES, no
N, MOZ, null, دوره زماني§n-12603, YES, role_state
V, PRD, null, رخداد§n-13136, YES, no
N, SBJ, Arg1, null, YES, role
PREP, ADVRB, ArgM_CAU, null, YES, no
N, POSDEP, null, مشخصه§n-12756, YES, role_state
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_emotion
ADJ, AJCONJ, null, null, YES, role_emotion
ADJ, NPREMOD, null, null, YES, no
N, ADVRB, ArgM_TMP, null, YES, time
N, OBJ, Arg1, نفر§n-13075, YES, role
N, ADVRB, Arg3, null, YES, location
V, VCONJ, null, رخداد§n-13136, YES, role_action
V, PRD, null, رخداد§n-13136, YES, no
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, PRD, null, رخداد§n-13136, YES, role_action
N, ADVRB, ArgM_TMP, null, NO, no
N, MOZ, null, ساختار§n-12875, YES, static_object
N, SBJ, Arg0, null, NO, role
N, OBJ, Arg1, null, NO, static_object
N, MOZ, null, نفر§n-13075, YES, role
V, ROOT, null, null, NO, no
N, SBJ, Arg0, مشخصه§n-12756, YES, no
N, NVE, null, null, YES, no
ADJ, PREDEP, null, مشخصه§n-12756, YES, static_object_state
N, MOZ, null, شيء§n-12703, YES, static_object
N, MOZ, null, نفر§n-13075, YES, role
N, SBJ, Arg0, نفر§n-13075, YES, role
N, MOZ, null, null, YES, role
V, VCONJ, null, رخداد§n-13136, NO, role_action
N, OBJ, Arg1, رخداد§n-13136, NO, no
N, NVE, null, null, NO, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
N, MOZ, null, گروه§n-12753, YES, location
N, VPP, Arg3, null, YES, static_object
N, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, YES, no
V, NCL, null, null, YES, no
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg1, شيء§n-12703, YES, static_object
N, ADVRB, ArgM_MNR, null, YES, no
ADJ, MOS, Arg2, مشخصه§n-12756, YES, static_object_state
V, PRD, null, رخداد§n-13136, YES, no
N, ADVRB, ArgM_TMP, null, YES, no
N, NPP, Arg3, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg1, خصوصيت رواني§n-12725, YES, no
N, NCONJ, null, null, YES, no
N, MOS, Arg2, null, YES, role_intent
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
V, PRD, null, رخداد§n-13136, YES, no
N, SBJ, Arg0, null, NO, role
N, NVE, null, خصوصيت رواني§n-12725, NO, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
N, OBJ, Arg1, نفر§n-13075, YES, role
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, NPP, Arg3, ساختار§n-12875, YES, location
N, NVE, null, خبر§n-13975, YES, role_intent
N, OBJ, Arg1, نفر§n-13075, YES, role
PR, VPP, Arg3, null, YES, role
N, POSDEP, null, رخداد§n-13136, YES, role_state
N, MOZ, null, خصوصيت رواني§n-12725, YES, role_intent
N, OBJ, Arg1, رخداد§n-13136, YES, role_intent
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, no
N, NVE, null, خصوصيت رواني§n-12725, YES, no
N, OBJ, Arg1, نفر§n-13075, NO, role
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
ADJ, AJCONJ, null, مشخصه§n-12756, YES, role_state
N, MOZ, null, گروه§n-12753, YES, role_state
N, NPP, Arg3, ساختار§n-12875, YES, location
N, NVE, null, خبر§n-12766, NO, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
N, NPP, Arg3, null, YES, role
N, NVE, null, رخداد§n-13136, YES, no
N, NPP, Arg3, null, YES, role
N, NVE, null, خصوصيت رواني§n-12725, YES, no
N, POSDEP, null, null, YES, role
N, SBJ, Arg1, نفر§n-13075, YES, role
N, SBJ, Arg0, null, YES, role
N, VPP, Arg3, null, YES, no
N, POSDEP, null, null, YES, role
N, OBJ, Arg1, شيء§n-12703, YES, static_object
N, OBJ, Arg1, null, YES, static_object
N, NVE, null, شيء§n-12703, YES, static_object
V, AJUCL, null, رخداد§n-13136, YES, role_action
PR, SBJ, Arg0, null, YES, role
N, ADVRB, ArgM_ADV, null, YES, no
N, MOZ, null, نفر§n-13075, YES, role
N, NCONJ, null, مشخصه§n-12756, YES, role_state
N, NCONJ, null, مشخصه§n-11381, YES, role_state
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, VCONJ, null, رخداد§n-13136, NO, no
N, OBJ, Arg1, null, NO, no
V, ROOT, null, رخداد§n-13136, NO, role_action
PREP, ADVRB, ArgM_MNR, null, YES, no
N, POSDEP, null, رخداد§n-13136, YES, no
N, POSDEP, null, null, YES, role
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, SBJ, Arg0, خصوصيت رواني§n-12725, NO, no
N, OBJ, Arg1, null, NO, no
ADJ, MOS, Arg2, null, NO, no
V, ROOT, null, رخداد§n-13136, NO, no
N, ADVRB, null, null, NO, no
N, SBJ, Arg1, نفر§n-13075, YES, role
N, ADVRB, ArgM_ADV, null, YES, no
ADJ, TAM, Arg2, مشخصه§n-12756, YES, role_state
V, PRD, null, رخداد§n-13136, YES, no
N, SBJ, Arg0, null, NO, role
N, NCONJ, null, نفر§n-13075, YES, role
PR, MOZ, null, null, YES, role
N, OBJ, Arg1, null, YES, no
N, MOZ, null, null, YES, role_state
ADJ, MOS, Arg2, مشخصه§n-12756, YES, no
N, OBJ, Arg1, رخداد§n-13136, NO, no
ADJ, PREDEP, null, مشخصه§n-12756, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
ADJ, NVE, null, null, NO, no
V, ROOT, null, رخداد§n-13136, NO, role_action
PREP, ADVRB, ArgM_TMP, null, YES, no
N, POSDEP, null, null, YES, time
N, ADVRB, ArgM_LOC, null, YES, location
N, OBJ, Arg1, خصوصيت رواني§n-12725, YES, no
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg1, خصوصيت رواني§n-12725, YES, no
N, MOZ, null, خصوصيت رواني§n-12725, YES, no
PR, MOZ, null, null, YES, role
PREP, MOS, Arg2, null, YES, no
N, POSDEP, null, null, YES, no
ADJ, NPREMOD, null, null, YES, no
PR, SBJ, Arg1, null, YES, role
N, AJPP, null, null, YES, location
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, VCONJ, null, رخداد§n-13136, YES, no
N, MOZ, null, خصوصيت رواني§n-12725, YES, role_state
V, PRD, null, رخداد§n-13136, YES, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, VPP, Arg3, null, YES, role
N, ADVRB, ArgM_TMP, null, YES, time
N, AJPP, null, null, YES, location
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, PRD, null, رخداد§n-13136, YES, no
N, NVE, null, خبر§n-13975, YES, no
PR, OBJ, Arg3, نفر§n-13075, YES, role
N, NPP, Arg4, نفر§n-13075, YES, role
N, ADVRB, ArgM_TMP, دوره زمانی§n-12603, NO, time
N, NPP, null, دوره زمانی§n-12603, YES, time
N, SBJ, Arg0, نفر§n-13075, NO, role
N, MOZ, null, null, YES, no
N, MOZ, null, گروه§n-12753, YES, location
N, OBJ, Arg1, خصوصيت رواني§n-12725, NO, no
V, ROOT, null, رخداد§n-13136, NO, role_action
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, PRD, null, رخداد§n-13136, YES, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, ADVRB, ArgM_TMP, مدت§n-12613, YES, time
N, ADVRB, ArgM_LOC, null, YES, location
PREP, MOS, Arg2, جا§n-12733, YES, location
N, POSDEP, null, نفر§n-13075, YES, role
N, OBJ, Arg1, مفهوم کلی§n-12726, YES, no
N, MOZ, null, نفر§n-13075, YES, role
N, VPRT, null, null, YES, no
N, VPP, Arg3, نفر§n-13075, YES, role
N, OBJ, Arg1, null, YES, role
N, NVE, null, null, YES, no
V, PRD, null, null, YES, role_action
N, OBJ, Arg1, خصوصیت روانی§n-12725, YES, no
N, NVE, null, خصوصيت رواني§n-12725, YES, no
N, SBJ, Arg0, نفر§n-13075, YES, role
PREP, VPP, Arg4, جا§n-12733, YES, location
N, POSDEP, null, نفر§n-13075, YES, role
N, OBJ, Arg1, هست§n-12706, NO, no
N, MOZ, null, خصوصيت رواني§n-12725, YES, no
N, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, null, NO, no
V, ROOT, null, null, NO, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, VPP, Arg3, هست§n-12706, YES, no
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, NPP, Arg3, رخداد§n-13136, YES, role_state
N, NCONJ, null, مشخصه§n-12756, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, null, YES, no
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, NVE, null, رخداد§n-13136, YES, role_state
N, NPP, Arg3, ساختار§n-12875, YES, location
N, NVE, null, خبر§n-13975, YES, role_intent
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
N, ADVRB, ArgM_LOC, خبر§n-12766, YES, no
N, NPP, Arg3, null, YES, location
V, VCL, null, رخداد§n-13136, YES, role_action
PR, OBJ, Arg1, نفر§n-13075, YES, role
N, AJPP, null, رخداد§n-13136, YES, no
V, PRD, null, رخداد§n-13136, YES, role_action
ADJ, MOS, Arg2, ‌مشخصه§n-12756, YES, role_state
V, AJUCL, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
N, OBJ, Arg1, نفر§n-13075, YES, role
N, NVE, null, خبر§n-13975, YES, role_intent
PR, SBJ, Arg0, نفر§n-13075, YES, role
N, NVE, null, null, YES, role_state
N, OBJ, Arg1, خصوصيت رواني§n-12725, YES, role_state
N, NCONJ, null, رخداد§n-13136, YES, role_state
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, null, NO, role
N, NPP, Arg3, رخداد§n-13136, YES, no
N, NVE, null, null, NO, role_state
V, ROOT, null, null, NO, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, NPP, Arg3, مشخصه§n-11381, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, null, YES, no
V, PRD, null, رخداد§n-13136, YES, role_action
N, NVE, null, رخداد§n-13136, YES, no
N, OBJ, Arg1, نفر§n-13075, YES, role
N, ADVRB, ArgM_MNR, رخداد§n-13136, YES, role_state
PREP, VPP, Arg4, جا§n-12733, YES, location
PR, POSDEP, null, نفر§n-13075, YES, role
V, VCL, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg1, نفر§n-13075, YES, role
N, NCONJ, null, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, MOS, Arg2, گروه§n-12753, YES, no
N, MOZ, null, گروه§n-12753, YES, role
N, SBJ, Arg0, نفر§n-13075, YES, role
N, VPP, Arg3, نفر§n-13075, YES, role
N, VPP, Arg4, گروه§n-12753, YES, location
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, OBJ, Arg1, چیز§n-10392, YES, static_object
N, NVE, null, رخداد§n-13136, YES, role_intent
V, PRD, null, رخداد§n-13136, YES, role_action
PR, SBJ, Arg1, نفر§n-13075, YES, role
N, POSDEP, null, رخداد§n-13136, YES, role_intent
N, MOZ, null, چيز§n-10392, YES, static_object
ADJ, MOS, Arg2, ‌مشخصه§n-12756, YES, role_state
N, NEZ, null, گروه§n-12753, YES, location
N, SBJ, Arg0, نفر§n-13075, NO, role
N, NPP, Arg3, جا§n-13280, YES, location
N, MOZ, null, رخداد§n-13136, YES, no
N, NVE, null, مشخصه§n-12756, YES, role_state
N, OBJ, Arg1, نفر§n-13075, NO, role
V, ROOT, null, رخداد§n-13136, NO, role_action
N, ADVRB, ArgM_CAU, null, NO, no
PR, SBJ, Arg0, نفر§n-13075, YES, role
N, OBJ, Arg1, نفر§n-13075, YES, role
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, VPP, Arg3, نفر§n-13075, YES, role
N, NVE, null, خبر§n-13975, YES, role_intent
PR, SBJ, Arg0, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, YES, role_intent
PR, SBJ, Arg0, نفر§n-13075, NO, role
N, NVE, null, خبر§n-13975, NO, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
N, OBJ, Arg1, null, YES, role
UNKNOWN, ADVRB, ArgM_MNR, مشخصه§n-12756, YES, role_state
PREP, VPP, Arg4, جا§n-12733, YES, location
N, POSDEP, null, نفر§n-13075, YES, role
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
PREP, ADVRB, ArgM_TMP, null, YES, no
N, POSDEP, null, null, YES, time
N, VPP, Arg4, گروه§n-12753, YES, location
V, VCONJ, null, رخداد§n-13136, YES, role_action
PREP, VPP, Arg4, جا§n-12733, YES, location
N, POSDEP, null, نفر§n-13075, YES, role
N, OBJ, Arg1, نفر§n-13075, NO, role
N, NVE, null, رخداد§n-13136, NO, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
UNKNOWN, ADVRB, ArgM_MNR, مشخصه§n-11381, YES, role_state
PR, NPP, Arg3, نفر§n-13075, YES, role
N, NVE, null, خصوصيت رواني§n-12725, YES, role_intent
V, VCONJ, null, null, YES, role_action
N, ADVRB, ArgM_LOC, null, YES, location
N, ADVRB, ArgM_MNR, null, YES, role_intent
N, NPP, null, شیء§n-12703, YES, no
N, MOZ, null, نفر§n-13075, YES, role
N, VPP, Arg3, null, YES, role
N, NVE, null, مشخصه§n-12756, YES, role_state
V, VCONJ, null, null, YES, role_action
N, NVE, null, رخداد§n-13136, YES, role_intent
V, VCONJ, null, رخداد§n-13136, NO, role_action
N, OBJ, Arg1, خبر§n-13975, NO, no
