%besme llahe rahmane rahim va tavakalto ala llah
@relation Location

@attribute POS {V, ADJ, N, ADR, ADV, CONJ, NUM, POSTP, PR, PSUS, SUBR, PREP, PUNC, LATIN, ARAB, UNKNOWN}
@attribute synTag {NE, APP, NCL, AJUCL, PARCL, TAM, NPRT, NPP, VPRT, COMPP, NPOSTMOD, NPREMOD, PUNC, SBJ, NVE, ENC, ADVRB, NADV, ADJADV, PRD, ACL, AVCL, VCL, AJPP, ADVPP, ADVC, NEZ, ADVEZ, PROG, MOS, MOZ, OBJ, OBJ2, VPP, MESU, AJCONJ, PCONJ, NCONJ, VCONJ, AVCONJ, POSDEP, PREDEP, APOSTMOD, APREMOD, ROOT}
@attribute semTag {ARG0_AGENT, ARG0_CAUSER, ARG0_EXPERIENCER, ARG0_INITIATOR, ARG1_PATIENT, ARG1_THEME, ARG2_EXTEND, ARG2_OBJ2, ARG2_BENEFICIARY, ARG2_INSTRUMENT, ARG2_ATTRIBUTE, ARG2_GOAL_ENDSTATE, ARG3_SOURCE_STARTPOINT, ARG3_BENEFICIARY, ARG3_INSTRUMENT, ARG3_ATTRIBUTE, ARG4_ENDPOINT, ARG5, ArgM_COM, ArgM_LOC, ArgM_DIR,  ArgM_GOL, ArgM_MNR, ArgM_TMP, ArgM_EXT, ArgM_REC, ArgM_PRP, ArgM_CAU, ArgM_DIS, ArgM_MOD, ArgM_NEG, ArgM_ADV, ArgM_CND, ArgM_INS, NULL}	
@attribute wsd {‰›—ßn-13075,„”»»ßn-13036, Ã«‰Ê—ßn-12239,Ã«‰_œ«—ßn-10393, ”«Œ «—ßn-12875, „Êﬁ⁄Ì ßn-13554, Ã«ßn-12733, ‘Ì¡ßn-12703, çÌ“ßn-10392, „«œÂßn-14032, „‘Œ’Âßn-12756, Œ’Ê’Ì _—Ê«‰Ìßn-12725, Ê«Õœ_“„«‰ßn-12631, œÊ—Â_“„«‰Ìßn-12603, ›«’·Â_“„«‰Ìßn-12691, «‰œ«“Âßn-12768, —Œœ«œßn-13136, —«»ÿÂßn-13628, ê—ÊÂßn-12753, ê—ÊÂßn-13239, Œ»—ßn-12766, NULL}
@attribute depended {YES, NO}
@attribute class {location, not_location}

@data
N, VPP, NULL, œÊ—Â_“„«‰Ìßn-12603, NO, not_location
V, ROOT, NULL, —Œœ«œßn-13136, NO, not_location
%sentence:Ìò „— »Â ’œ«Ì »·‰œ “‰êùÂ« »Â êÊ‘ —”Ìœ.
%
NUM,	NPREMOD, NULL, «‰œ«“Âßn-12768, YES, not_location
N, ADVRB, ArgM_TMP , NULL, NO, not_location
N, SBJ, ARG0_INITIATOR, Œ»—ßn-12766, NO, not_location
ADJ, NPOSTMOD, NULL, „‘Œ’Âßn-12756, YES, not_location
N, MOZ, NULL, ‘Ì¡ßn-12703, YES, not_location
N, VPP, NULL, —«»ÿÂßn-13628, NO, not_location
V, ROOT,NULL, —Œœ«œßn-13136, NO, not_location
%sentence:œŒ —Ì »« Ìò Ã›  Å«Ì »—Â‰Â «“ —ÊÌ  Œ  »Ì—Ê‰ Å—Ìœ.
%
N, SBJ, ARG0_AGENT, ‰›—ßn-13075, NO, not_location
NUM, NPREMOD, NULL, «‰œ«“Âßn-12768, YES, not_location
N, MESU, NULL, ê—ÊÂßn-12753, YES, not_location
N, ADVRB, ARG2_INSTRUMENT, —«»ÿÂßn-13628, NO, not_location
ADJ, NPOSTMOD, NULL, „‘Œ’Âßn-12756, YES, not_location
N, MOZ, ARG3_SOURCE_STARTPOINT, Ã«ßn-12733, YES, not_location
N, MOZ, NULL, ‘Ì¡ßn-12703, YES, not_location
N, ADVC, NULL, Ã«ßn-12733, NO, not_location
V, ROOT, NULL, —Œœ«œßn-13136, NO, not_location
%sentence:»Â ”„  Å‰Ã—Â —› .
%
N, VPP, ARG4_ENDPOINT, „Êﬁ⁄Ì ßn-13554, NO, location
N, MOZ, NULL, ”«Œ «—ßn-12875, YES, not_location
V, ROOT,NULL, —Œœ«œßn-13136, NO, not_location
%sentence:»« Ìò ’Ê—  òÊçÊ·Ê° »« „ÊÂ«Ì ›—›—Ì —ÊÌ ‰Êò Å‰ÃÂ Å«Ì‘ «Ì” «œÂ.
%
NUM, NPREMOD, NULL, «‰œ«“Âßn-12768,YES, not_location
N, ADVRB, ArgM_MNR, —«»ÿÂßn-13628, NO, not_location
ADJ, NPOSTMOD, NULL, „‘Œ’Âßn-12756, YES, not_location
N, ADVRB, ArgM_MNR, ‘Ì¡ßn-12703, NO, not_location
ADJ, NPOSTMOD, NULL, „‘Œ’Âßn-12756, YES, not_location
PREP, ADVRB, ARG2_OBJ2, Ã«ßn-12733, NO, not_location
N, MOZ, NULL, ‘Ì¡ßn-12703, YES, not_location
N, MOZ, NULL, —«»ÿÂßn-13628, YES, not_location
V, ROOT, NULL,  —Œœ«œßn-13136, NO, not_location
%sentence:‰Êò »Ì‰Ì «‘ —« »Â ‘Ì‘Â ”—œ Å‰Ã—Â ç”»«‰œÂ »Êœ.
%
N, OBJ, ARG1_PATIENT, ‘Ì¡ßn-12703, NO, not_location
N, MOZ, NULL, —«»ÿÂßn-13628, YES, not_location
PR, MOZ, NULL, ‰›—ßn-13075, YES, not_location
N, VPP, ARG2_OBJ2 , „«œÂßn-14032, NO, not_location
ADJ, NPOSTMOD, NULL, „‘Œ’Âßn-12756, YES, not_location
N, MOZ, NULL, ”«Œ «—ßn-12875, YES, not_location
V, ROOT, NULL,  —Œœ«œßn-13136, NO, not_location
%sentence:»« œÊ ç‘„ œ—‘ ‘ »Ì—Ê‰ —« ‰ê«Â „Ìò—œ.
%
NUM, NPREMOD, NULL, «‰œ«“Âßn-12768, YES, not_location
N, ADVRB, ARG2_INSTRUMENT, —«»ÿÂßn-13628, NO, not_location
ADJ, NPOSTMOD, NULL, „‘Œ’Âßn-12756,YES, not_location
N, OBJ, ARG1_THEME, Ã«ßn-12733, NO, not_location
N, NVE, NULL, „‘Œ’Âßn-12756, NO, not_location
V, ROOT, NULL, —Œœ«œßn-13136, NO, not_location
%sentence:»«»« ‰Ê∆· ”Ê«— »— ”Ê— „Â œ—«“Ì «“ —«Â —”Ìœ.
%
N, SBJ, ARG0_AGENT, „‘Œ’Âßn-12756, NO, not_location
N, ADVRB, ArgM_MNR, ‰›—ßn-13075, NO, not_location
PREP, NPP, NULL, NULL, YES, not_location
N, POSDEP, ARG2_INSTRUMENT, ‘Ì¡ßn-12703, YES, not_location
ADJ, NPOSTMOD, NULL, „‘Œ’Âßn-12756, YES, not_location
N, VPP, ARG3_SOURCE_STARTPOINT, ‘Ì¡ßn-12703, NO, location
V, ROOT, NULL, —Œœ«œßn-13136, NO, not_location
%sentence:ç‰œ  « êÊ“‰ ¬‰ —« „Ìò‘Ìœ‰œ.
%
PREP, NPREMOD, NULL, NULL, YES, not_location
SUBR, MESU, NULL, NULL, YES, not_location
N, SBJ, ARG0_AGENT, Ã«‰Ê—ßn-12239, NO, not_location
PR, OBJ, ARG1_THEME , ‘Ì¡ßn-12703,NO, not_location
V, ROOT, NULL, —Œœ«œßn-13136, NO, not_location
%---------------------------------------------
%216-61sentence-11header=144
%Accuracy of J48: 95.14%
%---------------------------------
%Accuracy of PART: 95.14%
%---------------------------------
%Accuracy of DecisionTable: 93.06%
%---------------------------------
%Accuracy of DecisionStump: 97.22%
%---------------------------------
